"id","userId","amount","vendorName","transactionDate","category","paymentMethod","cardLastFourDigits","place","notes","createdAt","updatedAt"
"c17f18d3-e5c3-4210-b430-d386ac73bcd6","fasddfsadasdsad","148.20","Electronix","2025-07-15T17:54:11.777Z","Food","other",,"Tahrir Square","Transaction note 863","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"ab2f7684-30eb-4e76-a878-831d6dc4cbcd","fasddfsadasdsad","194.51","Panda","2025-11-30T18:54:11.777Z","Food","cash",,"New Cairo","Transaction note 14","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"cf7713f8-f0c9-47ae-b0b0-ce78f1b69683","fasddfsadasdsad","1287.33","SportsHub","2024-02-09T18:54:11.777Z","Food","cash","2532","Central Park","Transaction note 166","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"a2b7f8cd-c094-41cf-b0d8-dada10905a47","fasddfsadasdsad","2462.60","SportsHub","2025-04-13T18:54:11.777Z","Electronics","other",,"Tahrir Square","Transaction note 505","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"0ae58022-0108-4350-af0a-2cdf6a935495","fasddfsadasdsad","1977.46","HealthPlus","2025-08-05T17:54:11.777Z","Entertainment","other",,"Central Park","Transaction note 148","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"10b0c5c7-d707-4d55-9ed5-6bc24889b82a","fasddfsadasdsad","1828.39","Electronix","2024-04-17T18:54:11.777Z","Food","cash","9253","Central Park","Transaction note 187","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"cb826ac0-7792-451a-a400-a0d8b5f8e684","fasddfsadasdsad","2225.75","SportsHub","2024-01-01T18:54:11.777Z","Groceries","credit_card","2756","Central Park","Transaction note 589","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"763569d6-76a5-4909-96b4-efd1c4edb16f","fasddfsadasdsad","2855.91","SportsHub","2024-03-25T18:54:11.777Z","Food","other",,"Fifth Settlement","Transaction note 493","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"5551c3e9-d992-453d-a22e-1fdd898aeeb0","fasddfsadasdsad","4102.85","SportsHub","2024-11-06T18:54:11.777Z","Entertainment","cash","3592","Downtown","Transaction note 230","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"ed7e8d4d-57cd-418f-8db4-be880c8682e1","fasddfsadasdsad","2198.79","Abdo4Tech","2025-08-05T17:54:11.777Z","Groceries","debit_card",,"Tahrir Square","Transaction note 320","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"d64d6665-7aaa-4bf4-8d53-256dbc866f2c","fasddfsadasdsad","3103.93","HyperMart","2024-09-05T17:54:11.777Z","Electronics","debit_card","1339","New Cairo","Transaction note 950","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"de115f34-90ee-44bb-b5e6-7e3e652ef940","fasddfsadasdsad","3085.69","Panda","2024-02-11T18:54:11.777Z","Groceries","cash",,"Tahrir Square","Transaction note 592","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"c9fd6617-e563-4199-bdd6-4a3f4a6026ef","fasddfsadasdsad","679.24","Electronix","2025-11-24T18:54:11.777Z","Food","other",,"Downtown","Transaction note 50","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"22160cd1-23cd-48e5-b226-32d7d0a9d3a6","fasddfsadasdsad","2321.78","SportsHub","2025-09-08T17:54:11.777Z","Food","debit_card","9269","Fifth Settlement","Transaction note 736","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"758450c5-ee01-43c4-a6b7-8bba5e1cebb4","fasddfsadasdsad","1099.20","Electronix","2025-07-13T17:54:11.777Z","Groceries","debit_card","6224","City Park","Transaction note 118","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"8e61cbad-747b-4abe-bafd-8655561838e4","fasddfsadasdsad","1187.16","Electronix","2024-01-22T18:54:11.777Z","Utilities","debit_card",,"Downtown","Transaction note 145","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"5348624f-5ef9-404b-a9ac-ff056108051d","fasddfsadasdsad","3039.24","Uncle Bashandy","2025-06-01T17:54:11.777Z","Utilities","other","2031","Fifth Settlement","Transaction note 597","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"e0b213b4-d956-40d0-b121-094e2505eaf8","fasddfsadasdsad","4239.97","Uncle Bashandy","2025-10-12T17:54:11.777Z","Entertainment","cash","3630","DreamLand","Transaction note 487","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"0a0bf4cc-ee0b-4ef1-9888-b17eb034ce4e","fasddfsadasdsad","3602.75","Abdo4Tech","2024-02-19T18:54:11.777Z","Entertainment","other",,"Downtown","Transaction note 835","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"4ea68895-c9f8-4a87-978c-c76eaf798d3e","fasddfsadasdsad","4887.81","Electronix","2025-09-28T17:54:11.777Z","Food","cash",,"New Cairo","Transaction note 669","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"1ade12f5-562d-4242-b179-4e5cdff78f1b","fasddfsadasdsad","1007.90","HyperMart","2025-06-07T17:54:11.777Z","Entertainment","cash","2425","New Cairo","Transaction note 866","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"e73838cb-61ec-4f5b-a635-bca5b645c680","fasddfsadasdsad","3142.74","Abdo4Tech","2024-06-17T17:54:11.777Z","Utilities","cash","4686","6th Of Ocotber","Transaction note 44","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"409cedfd-7375-4a41-bb4f-860bb267c4d0","fasddfsadasdsad","857.55","SportsHub","2024-09-09T17:54:11.777Z","Food","other",,"City Park","Transaction note 833","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"4e33e46b-def4-404b-be16-4f76276dcd24","fasddfsadasdsad","1408.80","HealthPlus","2025-04-09T18:54:11.777Z","Groceries","other","1419","Fifth Settlement","Transaction note 6","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"3f7d550f-a52f-415e-bd6b-eabe37911404","fasddfsadasdsad","3434.31","Panda","2024-01-23T18:54:11.777Z","Utilities","cash",,"Fifth Settlement","Transaction note 369","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"4118b9e4-3aea-43f1-a3fb-9e49def26fd4","fasddfsadasdsad","1132.52","HealthPlus","2024-03-20T18:54:11.777Z","Electronics","debit_card","9047","Central Park","Transaction note 835","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"4f6d2cc2-bf87-4576-ae30-347f1b9b59dc","fasddfsadasdsad","4088.57","Uncle Bashandy","2025-01-19T18:54:11.777Z","Electronics","debit_card",,"New Cairo","Transaction note 226","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"c7d6e4d1-f452-43ad-928f-ce808fd481ec","fasddfsadasdsad","3815.70","Uncle Bashandy","2025-06-16T17:54:11.777Z","Groceries","credit_card","1801","Downtown","Transaction note 53","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"e02c4760-a639-492c-8c57-2bea3053dcdc","fasddfsadasdsad","3870.68","Panda","2024-08-29T17:54:11.777Z","Utilities","cash","8384","Fifth Settlement","Transaction note 906","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"4c3b597e-e3db-4bb8-8e56-cfb95e1248d2","fasddfsadasdsad","2966.98","SportsHub","2024-03-04T18:54:11.777Z","Electronics","debit_card","4625","DreamLand","Transaction note 212","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"f911edd2-dfea-4cf9-bce4-cb1bb1b9df7e","fasddfsadasdsad","78.51","HealthPlus","2023-12-13T18:54:11.777Z","Entertainment","debit_card",,"DreamLand","Transaction note 115","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"e242aa46-e5e1-4880-8aa9-6431e0aeb2cd","fasddfsadasdsad","2598.75","Uncle Bashandy","2024-11-30T18:54:11.777Z","Utilities","other","6612","DreamLand","Transaction note 254","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"b485a47f-80dd-4c1d-bbec-b7cd490929f8","fasddfsadasdsad","1344.24","Uncle Bashandy","2025-11-17T18:54:11.777Z","Utilities","credit_card","8029","Fifth Settlement","Transaction note 434","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"8c24d10b-5ed9-4b7d-a506-e0e284f05053","fasddfsadasdsad","2635.37","Panda","2025-02-12T18:54:11.777Z","Groceries","other",,"Downtown","Transaction note 224","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"003a482c-f276-40f0-a961-9acb96a5a9a5","fasddfsadasdsad","3034.17","Panda","2025-06-06T17:54:11.777Z","Utilities","debit_card","4717","New Cairo","Transaction note 148","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"6a93b19c-e2d4-46ff-a0d3-4f8886c551ea","fasddfsadasdsad","1226.61","Abdo4Tech","2024-03-12T18:54:11.777Z","Groceries","other",,"City Park","Transaction note 372","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"7b92fd3e-4ab5-499c-a253-2c108f53bc51","fasddfsadasdsad","2611.21","Panda","2025-10-21T17:54:11.777Z","Entertainment","credit_card","1858","Downtown","Transaction note 861","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"d6d2e8b5-3aed-4a96-8920-2e213e348f41","fasddfsadasdsad","2636.01","Uncle Bashandy","2023-12-11T18:54:11.777Z","Utilities","other","1046","Tahrir Square","Transaction note 630","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"04167785-0c9e-44a8-a546-072867e09c02","fasddfsadasdsad","1848.60","Abdo4Tech","2025-07-22T17:54:11.777Z","Groceries","debit_card",,"City Park","Transaction note 936","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"018acc44-0679-458a-91a5-2a15db443a4e","fasddfsadasdsad","3395.10","Uncle Bashandy","2024-01-09T18:54:11.777Z","Entertainment","cash","7268","6th Of Ocotber","Transaction note 277","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"345ca8c6-f1ca-4045-b436-c6d72b2b218f","fasddfsadasdsad","3107.18","Uncle Bashandy","2025-08-23T17:54:11.777Z","Utilities","cash",,"City Park","Transaction note 349","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"7053de93-6772-4a15-8699-27130611fc4e","fasddfsadasdsad","2231.77","HyperMart","2024-01-28T18:54:11.777Z","Utilities","credit_card",,"6th Of Ocotber","Transaction note 627","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"e336113a-8907-44be-989b-709098779c88","fasddfsadasdsad","2323.81","HyperMart","2025-09-07T17:54:11.777Z","Entertainment","other",,"Central Park","Transaction note 124","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"24c6d596-9f54-409b-af46-c54f843dfd2e","fasddfsadasdsad","958.04","Panda","2025-09-18T17:54:11.777Z","Groceries","debit_card","2494","Fifth Settlement","Transaction note 485","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"b8323fcc-acf2-4071-9b23-6440a0aea57f","fasddfsadasdsad","116.20","Abdo4Tech","2025-08-24T17:54:11.777Z","Utilities","credit_card",,"Fifth Settlement","Transaction note 645","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"8ae41ed7-488d-4724-afb4-6e3592b7adda","fasddfsadasdsad","3701.60","HealthPlus","2025-09-26T17:54:11.777Z","Utilities","debit_card","6866","Tahrir Square","Transaction note 744","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"5eb0e95f-eab2-43ce-a98e-ae156e86db86","fasddfsadasdsad","1016.75","Uncle Bashandy","2025-04-29T17:54:11.777Z","Groceries","cash","4225","New Cairo","Transaction note 218","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"a12dd472-8d77-42c7-9fa1-08603621de14","fasddfsadasdsad","2055.54","Electronix","2024-10-09T17:54:11.777Z","Entertainment","credit_card","4653","Tahrir Square","Transaction note 521","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"d6792798-0be3-4f32-885f-7c076088bd25","fasddfsadasdsad","3745.66","HyperMart","2024-03-16T18:54:11.777Z","Electronics","credit_card","9575","New Cairo","Transaction note 893","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"da33796b-6767-4a80-920f-d8ac302a7349","fasddfsadasdsad","896.77","Uncle Bashandy","2024-03-27T18:54:11.777Z","Food","cash",,"Tahrir Square","Transaction note 15","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"b2bd67b8-bff0-4be6-b9a6-2d57f9dfb78b","fasddfsadasdsad","4171.95","Panda","2024-09-07T17:54:11.777Z","Entertainment","debit_card","1850","Fifth Settlement","Transaction note 276","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"33a1f75e-3a20-45a0-971c-0a27712371b5","fasddfsadasdsad","3154.93","SportsHub","2025-11-30T18:54:11.777Z","Electronics","other","6267","City Park","Transaction note 974","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"ff33a4ab-9f7c-418c-b0e4-96a1359bdbcc","fasddfsadasdsad","99.15","Abdo4Tech","2025-12-04T18:54:11.777Z","Groceries","other","9159","New Cairo","Transaction note 470","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"8b6b50f1-eb0b-4ad4-b05b-94dcc64c8909","fasddfsadasdsad","2418.56","HyperMart","2024-07-10T17:54:11.777Z","Food","cash",,"DreamLand","Transaction note 875","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"f2830ae7-f187-46a0-befc-0a86edfd0d4c","fasddfsadasdsad","3683.75","SportsHub","2025-01-20T18:54:11.777Z","Electronics","credit_card","3217","City Park","Transaction note 174","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"08e88076-21f6-42f4-a264-60010a29352e","fasddfsadasdsad","2239.01","Panda","2024-03-28T18:54:11.777Z","Entertainment","cash","6892","Central Park","Transaction note 397","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"5ea31628-eb99-4b1d-a72a-cc7fc73faa4b","fasddfsadasdsad","2349.31","Electronix","2025-06-10T17:54:11.777Z","Entertainment","other","1583","Tahrir Square","Transaction note 26","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"8e173d90-bdb8-4985-a0a2-032fb879771e","fasddfsadasdsad","3533.24","HyperMart","2024-05-02T17:54:11.777Z","Food","credit_card",,"City Park","Transaction note 405","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"c90c9674-28b2-4447-a3a3-e2923051e724","fasddfsadasdsad","4322.81","Electronix","2024-11-09T18:54:11.777Z","Electronics","other",,"Downtown","Transaction note 781","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
"1d6570cf-da94-4ba0-958e-c1f0652b7147","fasddfsadasdsad","3096.84","SportsHub","2025-04-14T18:54:11.778Z","Utilities","credit_card","6484","New Cairo","Transaction note 436","2024-12-04T16:54:11.886Z","2024-12-04T16:54:11.886Z"
